stock_id,股票代號,股票名稱,股價,今日漲跌%,投信持有%,投信今日%,投信今日(張),5買%,10買%,20買%,5買N天,10買N天,20買N天,5賣N天,10賣N天,20賣N天,外資持有%,外資今日%,Q1-Q3EPS,1月-11月EPS,去年EPS,三率三升,月增率%,年增率%,累積年增率%,月增率遞增,年增率遞增,累積年增率遞增,累積年增率>20%,累積年增率>50%,累積年增率>100%,上月營收創新高,股票名稱.1,股票代號.1,1月-12月EPS(預估),1月EPS(預估),去年EPS(預估),sar趨勢向上,2021Q4三率三升,1-2月EPS(預估),去年Q1-Q3EPS,去年Q1-Q4EPS,1-3月EPS(預估),1-4月EPS(預估),Q1 EPS,EPS遞增季數,EPS遞減季數,2022Q1三率三升,主力今日%,主力5買%,主力10買%,主力20買%,去年累計同期EPS,去年整年EPS,營收遞增月數,營收創新高,營收月增率%,營收年增率%,營收累計年增率%,月增率遞增月數,年增率遞增月數,累計年增率遞增月數,營業利益成長率遞增季數,營業毛利成長率遞增季數,稅前淨利成長率遞增季數,產業,本益比(同產業rank),股價淨值比(同產業rank),殖利率(同產業rank)
2022-03-10,2605,新興,30.0,6.57,0.02,0.0,2.0,0.0,0.0,0.02,1,1,2,0,0,0,34.69,0.82,,,,,-31.39,-1.18,8.88,,,單月增加,,,,,新興,2605,,0.08,1.11,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-10,6191,精成科,34.35,1.93,0.01,0.0,1.0,0.0,0.0,0.01,1,1,2,0,0,0,7.92,0.03,,,,,-4.24,1.79,-4.25,2個月遞增,2個月遞增,2個月遞增,,,,,精成科,6191,,0.52,6.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-10,9907,統一實,15.25,-0.33,0.03,0.0,3.0,0.0,0.0,0.02,1,1,2,0,0,0,14.99,0.03,,,,,-27.14,31.37,33.5,,單月增加,單月增加,連續3個月>20%,,,,統一實,9907,,0.15,1.29,v,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-10,9945,潤泰新,71.9,2.86,0.01,0.0,2.0,-0.0,-0.0,-0.0,1,1,2,1,2,3,15.31,0.03,,,,,-40.49,22.24,9.28,,2個月遞增,2個月遞增,,,,,潤泰新,9945,,0.59,8.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-11,6180,橘子,66.0,5.6,0.09,0.03,50.0,0.03,0.03,0.03,1,1,1,0,0,0,23.76,0.08,,,,,19.28,11.64,15.02,單月增加,單月增加,單月增加,,,,,橘子,6180,,,,v,,1.37,5.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-11,4506,崇友,67.2,0.15,0.71,0.02,27.0,0.02,0.02,0.02,1,1,1,0,0,0,5.02,0.0,,,,,-27.41,23.37,-0.77,,2個月遞增,2個月遞增,,,,,崇友,4506,,,,,,0.63,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-11,5289,宜鼎,206.5,0.24,0.84,0.01,10.0,0.01,0.01,0.01,1,1,1,0,0,0,38.96,0.06,,,,,-14.97,43.88,45.54,,單月增加,單月增加,連續3個月>20%,,,,宜鼎,5289,,,,,v,2.8,15.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-14,3016,嘉晶,109.0,4.31,0.34,0.33,930.0,0.33,0.33,0.32,1,1,1,0,0,2,5.75,-0.15,,,,,0.38,30.57,31.06,單月增加,單月增加,單月增加,連續3個月>20%,,,v,嘉晶,3016,,,,v,v,0.17,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-14,2480,敦陽科,93.6,-1.47,0.14,0.14,150.0,0.14,0.14,0.12,1,1,1,0,0,1,8.83,-0.07,,,,,-15.1,21.33,12.18,2個月遞增,2個月遞增,2個月遞增,,,,,敦陽科,2480,,,,v,v,0.83,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-14,2034,允強,33.95,0.59,0.18,0.1,438.0,0.1,0.1,0.1,1,1,1,0,0,0,8.52,0.01,,,,,-20.83,30.12,39.08,,單月增加,單月增加,連續3個月>20%,,,,允強,2034,,,,v,,0.3,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-14,6488,環球晶,642.0,0.63,2.45,0.05,230.0,-0.19,-0.74,-0.87,1,1,5,4,9,14,26.12,-0.09,,,,,2.68,17.63,16.15,3個月遞增,3個月遞增,3個月遞增,,,,,環球晶,6488,,,,v,,5.49,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-14,2059,川湖,422.0,0.36,0.62,0.01,14.0,-0.14,-0.19,-0.27,1,1,3,4,6,9,17.83,0.01,,,,,-24.99,30.98,33.33,,單月增加,單月增加,連續3個月>20%,,,,川湖,2059,,,,,v,3.56,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-14,3701,大眾控,60.6,-0.66,0.01,0.0,9.0,0.0,0.0,0.0,1,1,1,0,0,0,4.08,-0.08,,,,,-25.24,44.69,39.4,,3個月遞增,2個月遞增,連續3個月>20%,,,,大眾控,3701,,,,,,0.13,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-15,3169,亞信,186.5,-6.75,2.5,0.17,107.0,0.17,-1.24,-1.24,1,1,1,0,2,2,1.78,-0.25,,,,,-16.77,46.48,53.19,,單月增加,單月增加,連續3個月>20%,連續3個月>50%,,,亞信,3169,,,,,v,0.91,4.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-15,6803,崑鼎投控,241.0,0.42,0.1,0.02,17.0,0.02,0.02,0.02,1,1,1,0,0,0,1.84,0.01,,,,,3.56,19.44,12.03,2個月遞增,2個月遞增,2個月遞增,,,,,崑鼎投控,6803,,,,v,v,2.49,10.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-15,2204,中華,62.1,-1.27,0.15,0.0,1.0,0.0,-0.0,-0.0,1,1,6,0,1,3,29.27,-0.05,,,,,-31.85,-9.56,-20.11,,2個月遞增,2個月遞增,,,,,中華,2204,,,,v,,0.47,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-16,6443,元晶,40.6,3.7,1.18,0.15,681.0,0.15,0.15,0.09,1,1,1,0,0,1,17.31,2.0,,,,,-18.35,64.72,82.03,,單月增加,單月增加,連續3個月>20%,連續2個月>50%,,,元晶,6443,,,,v,,-0.37,-0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-16,8279,生展,125.0,1.63,0.25,0.09,24.0,0.09,0.09,0.09,1,1,1,0,0,0,3.45,-0.01,,,,,-24.22,23.03,28.74,,單月增加,單月增加,連續2個月>20%,,,,生展,8279,,,,v,v,1.43,6.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-16,3455,由田,90.2,0.67,1.85,0.03,20.0,-0.96,-1.27,-1.34,1,1,3,2,3,4,3.41,-0.21,,,,,-1.45,3.74,9.03,2個月遞增,單月增加,單月增加,,,,,由田,3455,,,,,,0.57,4.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-16,6770,力積電,51.4,1.98,0.03,0.03,929.0,0.03,-0.02,-0.05,1,1,1,0,2,5,6.41,0.08,,,,,-3.84,56.0,60.13,,單月增加,單月增加,連續3個月>20%,連續2個月>50%,,,力積電,6770,,,,,v,inf,3.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-16,1702,南僑,48.25,0.1,0.0,0.0,1.0,-0.03,-0.16,-0.35,1,1,1,1,4,11,14.83,-0.03,,,,,-30.03,5.03,4.14,,2個月遞增,2個月遞增,,,,,南僑,1702,,,,,,0.67,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-16,5469,瀚宇博,41.25,-0.84,0.4,0.0,1.0,-0.0,-0.01,0.0,1,1,2,2,3,4,11.6,-0.09,,,,,-11.59,0.78,-0.99,,2個月遞增,2個月遞增,,,,,瀚宇博,5469,,,,,,0.93,5.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-16,6257,矽格,58.3,1.92,0.3,0.0,1.0,-0.01,-0.06,-0.05,1,1,3,3,6,8,21.4,0.04,,,,,-0.66,29.67,25.16,2個月遞增,2個月遞增,2個月遞增,連續3個月>20%,,,,矽格,6257,,,,v,v,1.01,4.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-17,6217,中探針,51.8,6.26,1.77,0.49,324.0,-0.03,-0.25,0.03,1,1,3,1,2,2,1.83,0.38,,,,,-40.42,7.07,19.29,,單月增加,單月增加,,,,,中探針,6217,,,,,,0.36,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-17,3491,昇達科,161.5,9.86,2.66,0.24,150.0,0.24,0.0,0.1,1,1,2,0,1,2,13.05,0.65,,,,,-23.89,26.51,15.09,,3個月遞增,2個月遞增,,,,,昇達科,3491,,,,,,0.54,2.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-17,6213,聯茂,116.0,2.2,0.17,0.02,69.0,-0.07,-0.19,-0.4,1,1,1,2,6,12,8.34,-0.16,,,,,-22.0,12.33,18.78,,單月增加,單月增加,,,,,聯茂,6213,,,,,,1.63,6.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-18,5609,中菲行,107.0,2.39,0.44,0.3,408.0,0.3,0.3,0.3,1,1,1,0,0,0,17.01,0.0,,,,,-25.74,52.78,58.21,,單月增加,單月增加,連續3個月>20%,連續3個月>50%,,,中菲行,5609,,,,,,2.09,10.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-18,2520,冠德,38.8,2.24,0.34,0.23,1280.0,0.23,0.23,0.23,1,1,1,0,0,0,20.75,0.01,,,,,-32.48,-20.83,12.05,2個月遞增,,單月增加,,,,,冠德,2520,,,,v,,0.63,4.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-18,5471,松翰,87.2,2.23,0.08,0.08,132.0,0.08,0.08,0.08,1,1,1,0,0,0,13.65,0.11,,,,,-9.38,-19.18,-27.63,,2個月遞增,2個月遞增,,,,,松翰,5471,,,,,,0.65,7.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-18,2404,漢唐,192.5,1.58,0.1,0.03,56.0,0.03,0.02,0.02,1,1,2,1,4,5,23.46,0.33,,,,,-17.49,48.75,14.73,,2個月遞增,3個月遞增,,,,,漢唐,2404,,,,v,,2.22,10.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-18,3515,華擎,203.5,0.0,1.68,0.03,42.0,-0.8,-1.68,-1.96,1,1,1,4,8,10,11.79,-0.09,,,,,-43.39,0.25,19.9,,單月增加,單月增加,,,,,華擎,3515,,,,,v,2.17,14.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-18,1476,儒鴻,450.0,3.45,0.71,0.02,44.0,-0.08,-0.21,-0.41,1,1,4,4,9,15,39.4,0.01,,,,,-24.7,19.26,26.34,,單月增加,單月增加,連續3個月>20%,,,,儒鴻,1476,,,,,,3.59,14.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-18,5483,中美晶,177.5,-1.39,5.11,0.01,34.0,-0.17,-0.92,-1.39,1,1,4,3,8,15,21.37,0.11,,,,,3.22,23.76,22.43,3個月遞增,3個月遞增,3個月遞增,連續2個月>20%,,,,中美晶,5483,,,,v,,1.3,9.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-18,2383,台光電,255.0,-1.35,3.4,0.0,2.0,-0.29,-0.62,-0.88,1,1,5,4,9,13,43.02,-0.03,,,,,-17.99,19.81,24.88,,單月增加,單月增加,連續3個月>20%,,,,台光電,2383,,,,,v,2.42,12.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-21,6683,雍智科技,264.0,7.98,2.16,0.16,43.0,-1.07,-1.83,-3.48,1,1,1,3,7,15,12.73,-0.49,,,,,4.52,4.83,8.13,2個月遞增,單月增加,單月增加,,,,,雍智科技,6683,,,,v,,2.36,11.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-21,6231,系微,99.3,2.16,0.1,0.1,39.0,0.1,0.1,0.1,1,1,2,0,0,1,15.4,0.13,,,,,-14.04,50.64,38.3,2個月遞增,2個月遞增,3個月遞增,連續2個月>20%,,,,系微,6231,,,,,v,0.66,3.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-21,4745,合富-KY,34.75,9.97,0.06,0.06,50.0,0.06,0.06,0.06,1,1,1,0,0,0,15.14,-0.0,,,,,-48.5,-17.7,9.19,,,單月增加,,,,,合富-KY,4745,,,,v,,0.51,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-21,9802,鈺齊-KY,115.5,0.43,3.56,0.03,54.0,0.03,0.03,-0.2,1,1,1,0,0,4,38.84,-0.05,,,,,-6.6,52.99,25.06,2個月遞增,2個月遞增,2個月遞增,單月>20%,,,,鈺齊-KY,9802,,,,v,v,1.39,4.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-21,6670,復盛應用,203.5,0.74,0.32,0.02,20.0,0.02,0.02,0.05,1,1,3,0,0,0,20.74,0.03,,,,,-38.63,29.53,36.26,,單月增加,單月增加,連續3個月>20%,,,,復盛應用,6670,,,,v,,4.27,13.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-21,3483,力致,77.0,0.0,0.24,0.01,10.0,0.01,0.01,-0.76,1,1,1,0,0,2,1.84,0.02,,,,,-27.41,43.83,19.74,,2個月遞增,2個月遞增,,,,,力致,3483,,,,,,0.68,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-22,8028,昇陽半導體,52.4,0.96,0.25,0.1,134.0,0.1,0.1,0.11,1,1,3,0,0,0,11.86,0.18,,,,,-15.94,0.04,7.54,,單月增加,單月增加,,,,,昇陽半導體,8028,,,,v,v,0.31,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-22,3217,優群,102.0,0.99,6.76,0.05,48.0,0.05,-0.25,-1.46,1,1,1,0,3,8,4.41,-0.13,,,,,0.42,50.15,8.65,3個月遞增,2個月遞增,2個月遞增,,,,,優群,3217,,,,,,1.11,5.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-22,1785,光洋科,50.4,2.02,0.04,0.02,125.0,0.02,0.02,0.04,1,1,4,0,0,0,6.35,0.06,,,,,-29.72,-6.37,-6.31,,,,,,,,光洋科,1785,,,,,,0.31,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-22,5009,榮剛,25.5,2.41,0.47,0.02,90.0,0.02,0.02,0.33,1,1,4,0,0,0,14.86,0.46,,,,,-14.32,54.05,44.79,,2個月遞增,3個月遞增,連續2個月>20%,,,,榮剛,5009,,,,,v,0.12,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-22,1215,卜蜂,82.0,-0.12,0.88,0.0,1.0,-0.01,-0.02,0.0,1,1,2,2,6,7,39.8,-0.02,,,,,-23.34,24.07,28.0,,單月增加,單月增加,連續2個月>20%,,,,卜蜂,1215,,,,,,1.11,3.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-22,3010,華立,109.5,-0.45,0.61,0.0,1.0,-0.0,-0.01,0.0,1,1,4,1,4,4,13.57,0.02,,,,,-28.38,14.99,20.25,,單月增加,單月增加,連續2個月>20%,,,,華立,3010,,,,v,,1.66,8.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-22,3376,新日興,83.5,-0.6,0.0,0.0,1.0,0.0,0.0,-0.35,1,1,1,0,0,3,20.75,-0.02,,,,,-46.38,-19.31,-11.21,,,,,,,,新日興,3376,,,,,,1.13,4.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-22,3504,揚明光,79.1,0.0,0.03,0.0,1.0,0.0,0.0,0.01,1,1,2,0,0,0,6.05,0.06,,,,,-11.48,31.39,32.17,2個月遞增,單月增加,單月增加,連續2個月>20%,,,,揚明光,3504,,,,,v,-0.01,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-23,2031,新光鋼,65.3,1.87,0.36,0.29,931.0,0.29,0.29,0.36,1,1,5,0,0,0,9.27,-0.02,,,,,-0.64,45.15,18.98,,3個月遞增,2個月遞增,,,,,新光鋼,2031,,,,v,v,0.9,6.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-23,6138,茂達,230.0,1.1,4.46,0.28,205.0,0.08,-0.4,-0.58,1,1,3,2,5,8,19.48,-0.35,,,,,-10.58,32.14,26.07,,2個月遞增,2個月遞增,連續3個月>20%,,,,茂達,6138,,,,v,,1.55,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-23,9938,百和,70.8,0.71,0.03,0.03,90.0,0.03,-0.06,-0.08,1,1,1,0,1,2,32.08,0.12,,,,,-16.53,25.16,7.31,,2個月遞增,2個月遞增,,,,,百和,9938,,,,v,,0.86,5.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-23,3611,鼎翰,200.0,0.5,0.01,0.01,6.0,0.01,0.01,0.01,1,1,1,0,0,0,10.85,-0.02,,,,,-8.89,21.53,17.15,2個月遞增,3個月遞增,2個月遞增,,,,,鼎翰,3611,,,,v,,3.6,14.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-24,3131,弘塑,338.0,3.52,5.46,0.1,30.0,0.1,0.1,-0.01,1,1,2,0,0,3,2.82,-0.25,,,,,-10.23,9.78,24.44,2個月遞增,單月增加,單月增加,連續3個月>20%,,,,弘塑,3131,,,,v,,3.35,15.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-24,3558,神準,135.0,4.25,0.53,0.1,47.0,0.1,0.1,0.1,1,1,1,0,0,0,6.23,-0.2,,,,,-20.13,33.48,33.11,,3個月遞增,3個月遞增,連續2個月>20%,,,,神準,3558,,,,v,,1.76,5.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-25,3479,安勤,58.7,0.86,0.88,0.14,100.0,0.14,0.14,0.14,1,1,1,0,0,0,2.02,-0.08,,,,,-42.77,24.95,51.56,,單月增加,單月增加,連續2個月>20%,連續2個月>50%,,,安勤,3479,,,,v,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-25,2314,台揚,70.5,9.98,0.01,0.01,19.0,0.01,0.01,0.01,1,1,1,0,0,0,5.59,-0.99,,,,,5.65,1.67,-19.59,3個月遞增,2個月遞增,2個月遞增,,,,,台揚,2314,,,,v,,-0.03,,-1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-25,1537,廣隆,137.5,0.36,0.28,0.0,1.0,0.0,0.0,0.0,1,1,1,0,0,0,17.83,-0.02,,,,,-39.94,-8.69,0.59,,,單月增加,,,,,廣隆,1537,,,,,,1.54,,7.58,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-25,1773,勝一,222.5,-2.84,0.13,0.0,1.0,0.0,0.0,0.0,1,1,2,0,0,0,6.62,-0.12,,,,,-16.03,30.48,35.24,,單月增加,單月增加,連續3個月>20%,,,,勝一,1773,,,,v,v,1.59,,8.08,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-25,2231,為升,152.5,-3.17,0.05,0.0,1.0,0.0,0.0,-0.52,1,1,1,0,0,8,7.18,-0.02,,,,,-25.34,-8.54,-10.32,,2個月遞增,2個月遞增,,,,,為升,2231,,,,v,,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-25,2428,興勤,133.0,-2.21,0.0,0.0,1.0,0.0,-0.05,-0.2,1,1,1,0,1,4,13.76,-0.01,,,,,-19.49,15.32,6.38,,2個月遞增,2個月遞增,,,,,興勤,2428,,,,v,,1.91,,12.31,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-25,2731,雄獅,97.8,0.82,0.07,0.0,1.0,0.0,0.0,0.0,1,1,1,0,0,0,1.18,0.16,,,,,29.86,16.37,8.27,2個月遞增,3個月遞增,3個月遞增,,,,,雄獅,2731,,,,,,-0.01,,-6.43,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-25,3714,富采,70.7,-1.94,0.48,0.0,1.0,0.0,-0.16,-4.44,1,1,1,0,4,13,18.56,-0.35,,,,,-16.81,26.71,29.47,,單月增加,單月增加,連續2個月>20%,,,,富采,3714,,,,v,v,0.54,,3.21,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-25,4119,旭富,83.4,-0.6,0.02,0.0,1.0,0.0,0.0,0.0,1,1,1,0,0,0,2.82,-0.09,,,,,-57.49,-77.14,-63.11,,,,,,,,旭富,4119,,,,,,0.21,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-25,8422,可寧衛,201.0,-0.25,0.38,0.0,1.0,-0.07,-0.3,-0.51,1,1,3,2,4,6,26.64,-0.03,,,,,-12.11,24.46,44.52,,單月增加,單月增加,連續2個月>20%,,,,可寧衛,8422,,,,,,2.85,,10.59,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-28,9958,世紀鋼,121.5,2.1,0.27,0.03,70.0,0.03,0.03,0.03,1,1,1,0,0,0,9.02,-0.3,,,,,-3.48,36.93,44.85,2個月遞增,單月增加,單月增加,連續3個月>20%,,,,世紀鋼,9958,,,,v,,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-29,3587,閎康,145.5,0.0,1.64,0.07,44.0,-0.03,-0.03,-0.03,1,1,1,3,3,3,3.76,0.01,,,,,-13.05,22.2,22.83,,單月增加,單月增加,連續2個月>20%,,,,閎康,3587,,,,v,v,1.18,,9.48,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-29,6494,九齊,158.0,7.85,0.04,0.04,12.0,0.04,0.04,0.04,1,1,1,0,0,0,10.48,0.88,,,,,-18.69,102.88,65.85,,3個月遞增,2個月遞增,連續3個月>20%,單月>50%,,,九齊,6494,,,,v,v,1.6,,17.21,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-29,4551,智伸科,148.0,3.14,1.59,0.03,30.0,0.01,0.01,-0.05,1,1,1,1,1,4,53.67,0.2,,,,,-31.04,-7.19,6.63,,,單月增加,,,,,智伸科,4551,,,,v,,1.97,,10.47,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-29,6279,胡連,125.0,6.84,2.87,0.02,20.0,0.02,0.02,-0.56,1,1,1,0,0,7,11.31,-0.01,,,,,-23.89,19.79,17.12,,3個月遞增,2個月遞增,,,,,胡連,6279,,,,v,,1.34,,7.91,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-29,2345,智邦,207.0,1.47,0.66,0.0,5.0,-0.1,-0.21,-0.5,1,1,4,4,8,15,68.06,-0.01,,,,,-29.25,2.44,12.14,,單月增加,單月增加,,,,,智邦,2345,,,,,,1.32,,8.44,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-30,6712,長聖,202.5,3.85,0.49,0.49,300.0,0.49,0.49,0.49,1,1,1,0,0,0,0.0,0.0,,,,,-39.68,104.64,188.25,,單月增加,單月增加,連續3個月>20%,連續3個月>50%,連續3個月>100%,,長聖,6712,,,,v,,1.13,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-30,3645,達邁,60.0,3.45,0.18,0.15,200.0,0.15,0.15,0.15,1,1,1,0,0,0,0.0,0.0,,,,,-5.89,5.0,8.5,,單月增加,單月增加,,,,,達邁,3645,,,,v,,0.47,,2.32,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-30,2233,宇隆,109.5,2.34,2.9,0.01,8.0,-1.05,-1.05,-1.14,1,1,4,4,4,6,0.0,0.0,,,,,-16.07,25.51,14.08,,3個月遞增,2個月遞增,,,,,宇隆,2233,,,,,,1.55,,9.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-30,4576,大銀微系統,106.0,2.42,0.01,0.01,15.0,0.01,0.01,0.0,1,1,1,0,0,1,0.0,0.0,,,,,-23.51,14.34,26.26,,單月增加,單月增加,連續3個月>20%,,,,大銀微系統,4576,,,,,v,0.26,,2.48,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-31,3708,上緯投控,106.5,0.47,0.2,0.15,142.0,0.15,0.15,0.15,1,1,3,0,0,0,13.01,0.07,,,,,-27.16,6.04,-7.44,,2個月遞增,2個月遞增,,,,,上緯投控,3708,,,,v,,1.44,,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-31,4736,泰博,205.0,7.05,0.41,0.14,129.0,0.14,0.14,0.14,1,1,2,0,0,0,7.02,0.08,,,,,-35.27,25.39,34.14,,單月增加,單月增加,連續2個月>20%,,,,泰博,4736,,,,v,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-31,9914,美利達,253.0,2.43,1.39,0.07,212.0,-0.05,-0.06,-0.34,1,1,2,1,2,8,42.62,-0.1,,,,,-8.97,-14.9,-0.18,,,,,,,,美利達,9914,,,,v,,1.68,,15.55,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-31,2059,川湖,437.0,-0.57,0.64,0.02,15.0,0.01,0.01,-0.16,1,1,3,1,1,6,17.83,-0.01,,,,,-24.99,30.98,33.33,,單月增加,單月增加,連續3個月>20%,,,,川湖,2059,,,,v,v,3.56,,21.75,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-31,2371,大同,35.75,-1.11,0.04,0.0,47.0,0.0,0.0,0.0,1,1,4,0,1,1,19.59,0.07,,,,,-24.89,11.96,11.59,,2個月遞增,3個月遞增,,,,,大同,2371,,,,v,v,-0.11,,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-31,2408,南亞科,69.2,-0.14,1.99,0.0,17.0,-0.27,-0.76,-0.81,1,1,5,4,9,15,17.97,-0.09,,,,,-5.0,11.09,16.63,,單月增加,單月增加,,,,,南亞科,2408,,,,,v,1.5,,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-31,3406,玉晶光,455.5,-1.3,2.17,0.0,2.0,-0.01,-0.01,-0.18,1,1,3,2,2,5,30.83,-0.03,,,,,-35.69,36.1,23.05,,2個月遞增,3個月遞增,單月>20%,,,,玉晶光,3406,,,,v,,3.45,,20.52,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-01,5289,宜鼎,220.0,2.33,0.97,0.04,37.0,0.04,0.04,0.15,1,1,3,0,0,1,38.73,-0.05,,,,,-14.97,43.88,45.54,,單月增加,單月增加,連續3個月>20%,,,,宜鼎,5289,,,,v,v,2.8,,18.94,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-06,4506,崇友,70.3,1.44,0.75,0.02,36.0,0.02,0.02,0.05,1,1,3,0,0,0,5.03,0.0,,,,,-27.41,23.37,-0.77,,2個月遞增,2個月遞增,,,,,崇友,4506,,,,v,v,0.63,,4.39,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-06,2497,怡利電,109.5,5.29,0.14,0.01,9.0,0.01,0.01,0.01,1,1,1,0,0,0,2.77,0.38,,,,,-3.17,66.94,64.32,2個月遞增,3個月遞增,3個月遞增,連續3個月>20%,連續3個月>50%,,,怡利電,2497,,,,v,v,-0.18,,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-06,6533,晶心科,409.5,-0.85,0.18,0.01,3.0,0.01,0.01,0.01,1,1,3,0,0,0,25.07,-0.07,,,,,-26.85,-32.41,-6.44,2個月遞增,,,,,,,晶心科,6533,,,,,,0.26,,3.59,,,,,,,,,,,,,,,,,,,,,,,,,,,
